"Bloque","Aplicacion","tProcesamiento","dInicio","dFin"
"Bloque 39","Aplicacion 1",0.477260594721884,0,6
"Bloque 40","Aplicacion 1",1.12950133765116,3,5
"Bloque 41","Aplicacion 1",1.93870097212493,1,9
"Bloque 42","Aplicacion 1",0.333461714544125,5,13
"Bloque 43","Aplicacion 1",2.53883565435437,5,7
"Bloque 44","Aplicacion 1",1.88913501799107,2,12
"Bloque 45","Aplicacion 1",0.128784736313058,0,4
"Bloque 46","Aplicacion 1",1.08470427850261,4,12
"Bloque 47","Aplicacion 1",3.94191530706797,2,8
"Bloque 48","Aplicacion 1",0.358045474077159,0,10
"Bloque 49","Aplicacion 1",3.31206303542916,4,6
"Bloque 50","Aplicacion 1",2.29885831269206,4,10
"Bloque 51","Aplicacion 1",0.559418277349323,2,8
"Bloque 52","Aplicacion 1",2.71111505027644,0,10
"Bloque 53","Aplicacion 1",0.244368784774715,2,4
"Bloque 54","Aplicacion 1",1.00978228752535,3,9
"Bloque 55","Aplicacion 1",1.63724682340398,1,7
"Bloque 56","Aplicacion 1",2.69540580163214,0,4
"Bloque 57","Aplicacion 1",2.95774560502235,3,13
"Bloque 58","Aplicacion 1",1.13308193162084,4,10
"Bloque 59","Aplicacion 1",0.209107898175716,3,13
"Bloque 60","Aplicacion 1",0.776562607381493,1,3
"Bloque 61","Aplicacion 1",2.04438600037247,4,12
"Bloque 62","Aplicacion 1",2.5966389364234,0,4
"Bloque 63","Aplicacion 1",0.615878536202582,3,5
"Bloque 64","Aplicacion 1",0.15595228772277,4,10
"Bloque 65","Aplicacion 1",2.49682805208925,5,15
"Bloque 66","Aplicacion 1",0.736105785705149,4,8
"Bloque 67","Aplicacion 1",1.85707073751837,0,2
"Bloque 68","Aplicacion 1",1.55581307737157,5,9
"Bloque 69","Aplicacion 1",0.356321229174739,5,11
"Bloque 70","Aplicacion 1",1.48841509921476,0,2
"Bloque 71","Aplicacion 1",0.164512327406555,4,8
"Bloque 72","Aplicacion 1",2.98867670806561,3,9
"Bloque 73","Aplicacion 1",0.323573377914727,0,10
"Bloque 74","Aplicacion 1",0.286331611219794,5,11
"Bloque 75","Aplicacion 1",1.06538181798533,3,13
"Bloque 76","Aplicacion 1",0.115679071675119,2,4
"Bloque 77","Aplicacion 1",0.845793471671641,2,4
"Bloque 78","Aplicacion 1",0.961143724800864,3,5
"Bloque 79","Aplicacion 1",1.57160450471565,3,9
"Bloque 80","Aplicacion 1",2.74482211085472,2,6
"Bloque 81","Aplicacion 1",2.9114395714036,0,8
"Bloque 82","Aplicacion 1",0.978583852294832,0,6
"Bloque 83","Aplicacion 1",1.02354736626148,1,5
"Bloque 84","Aplicacion 1",0.488203188704841,2,4
"Bloque 85","Aplicacion 1",0.0789437204618953,0,2
"Bloque 86","Aplicacion 1",0.615696815773845,2,10
"Bloque 87","Aplicacion 1",0.1153644612059,0,6
"Bloque 88","Aplicacion 1",0.162760101943153,2,4
"Bloque 89","Aplicacion 1",0.246074229944497,2,8
"Bloque 90","Aplicacion 1",0.427872459869832,0,8
"Bloque 91","Aplicacion 1",1.41638929629698,3,5
"Bloque 92","Aplicacion 1",2.98028848773304,0,8
"Bloque 93","Aplicacion 1",1.40545142814517,1,7
"Bloque 94","Aplicacion 1",2.24732031939987,1,11
"Bloque 95","Aplicacion 1",2.02637681923807,4,8
"Bloque 96","Aplicacion 1",0.843361672013998,1,9
"Bloque 97","Aplicacion 1",1.08632953091968,1,9
"Bloque 98","Aplicacion 1",0.257392280269414,0,2
"Bloque 99","Aplicacion 1",0.523173468187451,3,11
"Bloque 100","Aplicacion 1",0.982132202479988,2,4
"Bloque 101","Aplicacion 1",0.159809748642147,5,7
"Bloque 102","Aplicacion 1",3.20863014013075,1,7
"Bloque 103","Aplicacion 1",0.247975903563201,1,11
"Bloque 104","Aplicacion 1",0.69266684511111,1,7
"Bloque 105","Aplicacion 1",1.9049838068895,1,9
"Bloque 106","Aplicacion 1",0.290289111435413,2,8
"Bloque 107","Aplicacion 1",2.1064805269456,1,5
"Bloque 108","Aplicacion 1",2.47826983953331,1,5
"Bloque 109","Aplicacion 1",0.0684711567428734,0,6
"Bloque 110","Aplicacion 1",0.984161482192576,4,14
"Bloque 111","Aplicacion 1",3.31478955956612,5,11
"Bloque 112","Aplicacion 1",2.88163116002891,5,9
"Bloque 113","Aplicacion 1",1.80726602766663,3,11
"Bloque 114","Aplicacion 1",0.427739061880857,5,7
"Bloque 115","Aplicacion 1",0.634656538255513,3,13
"Bloque 116","Aplicacion 1",0.578266689553857,4,8
"Bloque 117","Aplicacion 1",2.1028232877014,1,9
"Bloque 118","Aplicacion 1",0.301774942316115,0,6
"Bloque 119","Aplicacion 1",1.54066247586161,2,8
"Bloque 120","Aplicacion 1",3.13494340783421,0,6
"Bloque 121","Aplicacion 1",1.48039579577744,1,7
"Bloque 122","Aplicacion 1",3.72038725564692,1,11
"Bloque 123","Aplicacion 1",2.77359995047066,3,13
"Bloque 124","Aplicacion 1",0.647587034753084,2,12
"Bloque 125","Aplicacion 1",0.0772963017225266,5,15
"Bloque 126","Aplicacion 1",1.73687053704634,1,5
"Bloque 127","Aplicacion 1",0.762224849313498,1,3
"Bloque 128","Aplicacion 1",3.86510793096285,1,3
"Bloque 129","Aplicacion 1",0.275367946363986,2,6
"Bloque 130","Aplicacion 1",0.441647839732468,0,10
"Bloque 131","Aplicacion 1",0.709134487900883,0,8
"Bloque 132","Aplicacion 1",1.43252655817196,3,9
"Bloque 133","Aplicacion 1",0.0335789322853088,4,8
"Bloque 134","Aplicacion 1",1.11342301312834,1,5
"Bloque 135","Aplicacion 1",1.08916918281466,3,7
"Bloque 136","Aplicacion 1",0.252460059709847,2,8
"Bloque 137","Aplicacion 1",1.04405237780884,1,11
"Bloque 138","Aplicacion 1",2.68860935500327,0,4
"Bloque 139","Aplicacion 1",1.06950411899015,5,13
"Bloque 140","Aplicacion 1",2.08624966721363,4,14
"Bloque 141","Aplicacion 1",3.77901049877021,1,3
"Bloque 142","Aplicacion 1",3.42124964843009,3,7
"Bloque 143","Aplicacion 1",0.892441262025386,0,2
"Bloque 144","Aplicacion 1",0.775203631259501,4,6
"Bloque 145","Aplicacion 1",3.26141491892252,4,8
"Bloque 146","Aplicacion 1",0.0817936398088932,1,7
"Bloque 147","Aplicacion 1",1.25337919173762,0,2
"Bloque 148","Aplicacion 1",3.28192299405549,5,13
"Bloque 149","Aplicacion 1",0.413862376939505,5,9
"Bloque 150","Aplicacion 1",0.843685298692435,0,4
"Bloque 151","Aplicacion 1",2.06574096903205,2,6
"Bloque 152","Aplicacion 1",0.941668784862978,2,12
"Bloque 153","Aplicacion 1",0.0764510845765471,5,9
"Bloque 154","Aplicacion 1",0.52397472364828,5,9
"Bloque 155","Aplicacion 1",0.252294612117112,5,7
"Bloque 156","Aplicacion 1",3.4634818060926,1,3
"Bloque 157","Aplicacion 1",0.823767158668488,3,7
"Bloque 158","Aplicacion 1",0.928653698386542,1,3
"Bloque 159","Aplicacion 1",1.30634575663134,4,12
"Bloque 160","Aplicacion 1",0.356995493173599,0,10
"Bloque 161","Aplicacion 1",0.653039518743753,5,7
"Bloque 162","Aplicacion 1",3.51932654051546,1,11
"Bloque 163","Aplicacion 1",2.75644241540197,3,7
"Bloque 164","Aplicacion 1",1.00351077625568,5,15
"Bloque 165","Aplicacion 1",1.87817972945049,2,12
"Bloque 166","Aplicacion 1",0.220989347901195,4,6
"Bloque 167","Aplicacion 1",3.28412471233332,3,13
"Bloque 168","Aplicacion 1",1.19085388770327,3,11
"Bloque 169","Aplicacion 1",1.13391869980842,0,10
"Bloque 170","Aplicacion 1",3.18138321942154,3,9
"Bloque 171","Aplicacion 1",3.82421614217076,4,8
"Bloque 172","Aplicacion 1",0.378906831579455,2,12
"Bloque 173","Aplicacion 1",1.86474748514593,5,11
"Bloque 174","Aplicacion 1",1.59388040984049,5,11
"Bloque 175","Aplicacion 1",1.24413025338725,5,7
"Bloque 176","Aplicacion 1",2.76178481417213,5,15
"Bloque 177","Aplicacion 1",3.40282974845234,5,7
"Bloque 178","Aplicacion 1",1.00789529224858,1,5
"Bloque 179","Aplicacion 1",0.0701214359141886,5,15
"Bloque 180","Aplicacion 1",1.21455658273771,1,9
"Bloque 181","Aplicacion 1",1.111500524374,5,9
"Bloque 182","Aplicacion 1",0.470221063122153,2,12
"Bloque 183","Aplicacion 1",0.599656448699534,1,9
"Bloque 184","Aplicacion 1",0.520471494126367,0,6
"Bloque 185","Aplicacion 1",0.351092126889948,0,6
"Bloque 186","Aplicacion 1",1.83942914195359,0,2
"Bloque 187","Aplicacion 1",1.27147212484851,2,4
"Bloque 188","Aplicacion 1",2.02517951605842,4,12
"Bloque 189","Aplicacion 1",1.73632649844512,5,7
"Bloque 190","Aplicacion 1",3.45945214188162,3,13
"Bloque 191","Aplicacion 1",0.402342026587576,3,9
"Bloque 192","Aplicacion 1",2.4657881631187,1,7
"Bloque 193","Aplicacion 1",3.7780186094946,3,9
"Bloque 194","Aplicacion 1",1.68753017485142,1,3
"Bloque 195","Aplicacion 1",2.353656001263,2,6
"Bloque 196","Aplicacion 1",0.564629038330168,0,6
"Bloque 197","Aplicacion 1",2.87338409653369,2,12
"Bloque 198","Aplicacion 1",0.954610409121368,5,13
"Bloque 199","Aplicacion 1",0.948813253082335,0,4
"Bloque 200","Aplicacion 1",0.0212995124856664,4,12
"Bloque 201","Aplicacion 1",0.108720819465816,1,5
"Bloque 202","Aplicacion 1",0.147434120066464,5,13
"Bloque 203","Aplicacion 1",0.353515252482176,5,11
"Bloque 204","Aplicacion 1",0.490290070418268,0,6
"Bloque 205","Aplicacion 1",1.5199576257728,2,4
"Bloque 206","Aplicacion 1",0.326522610615939,3,13
"Bloque 207","Aplicacion 1",2.78943165965121,1,5
"Bloque 208","Aplicacion 1",2.1635143746293,1,11
"Bloque 209","Aplicacion 1",3.05505998097758,1,5
"Bloque 210","Aplicacion 1",0.386438032616427,3,11
"Bloque 211","Aplicacion 1",2.82708288250927,0,10
"Bloque 212","Aplicacion 1",0.54029458668083,0,6
"Bloque 213","Aplicacion 1",2.66633661889551,4,12
"Bloque 214","Aplicacion 1",1.3405767660588,3,9
"Bloque 215","Aplicacion 1",2.92499693097982,3,11
"Bloque 216","Aplicacion 1",1.89950993517414,1,5
"Bloque 217","Aplicacion 1",0.072722185887945,1,7
"Bloque 218","Aplicacion 1",1.14298910647631,4,10
"Bloque 219","Aplicacion 1",1.6032501636073,2,10
"Bloque 220","Aplicacion 1",3.83904885301802,3,5
"Bloque 221","Aplicacion 1",3.10301891515467,5,9
"Bloque 222","Aplicacion 1",1.53624276656148,2,8
"Bloque 223","Aplicacion 1",3.87100442858849,3,11
"Bloque 224","Aplicacion 1",2.00194304902107,0,8
"Bloque 225","Aplicacion 1",3.4182355076677,3,13
"Bloque 226","Aplicacion 1",0.351301314309239,1,9
"Bloque 227","Aplicacion 1",0.783536761533469,5,13
"Bloque 228","Aplicacion 1",1.79949437594041,1,7
"Bloque 229","Aplicacion 1",0.304997982884475,1,11
"Bloque 230","Aplicacion 1",2.15349103777174,1,9
"Bloque 231","Aplicacion 1",0.0356206487670117,4,12
"Bloque 232","Aplicacion 1",0.528303438797593,4,12
"Bloque 233","Aplicacion 1",1.23550215968862,1,5
"Bloque 234","Aplicacion 1",2.69791874370042,1,9
"Bloque 235","Aplicacion 1",0.674517147958176,3,9
"Bloque 236","Aplicacion 1",3.94532874493364,0,8
"Bloque 237","Aplicacion 1",0.272291345056146,5,13
"Bloque 238","Aplicacion 1",2.01183287892491,3,7
"Bloque 239","Aplicacion 1",2.46109830288673,4,6
"Bloque 240","Aplicacion 1",0.656067585305161,2,8
"Bloque 241","Aplicacion 1",0.625216488260776,5,7
"Bloque 242","Aplicacion 1",2.47293562708858,3,5
"Bloque 243","Aplicacion 1",0.278557647485286,1,9
"Bloque 244","Aplicacion 1",1.32489028852433,0,10
"Bloque 245","Aplicacion 1",0.920172861311585,1,3
"Bloque 246","Aplicacion 1",2.49131964033598,0,10
"Bloque 247","Aplicacion 1",0.836892331447562,2,8
"Bloque 248","Aplicacion 1",3.74546059301559,0,6
"Bloque 249","Aplicacion 1",1.6067158668302,5,13
"Bloque 250","Aplicacion 1",1.72146727563813,4,10
"Bloque 251","Aplicacion 1",2.96683226978842,3,5
"Bloque 252","Aplicacion 1",0.051794605293721,4,10
"Bloque 253","Aplicacion 1",2.68938423799646,2,12
"Bloque 254","Aplicacion 1",0.529439200647175,3,13
"Bloque 255","Aplicacion 1",2.60545834141288,4,6
"Bloque 256","Aplicacion 1",1.48479047231376,3,5
"Bloque 257","Aplicacion 1",0.428646524436772,2,12
"Bloque 258","Aplicacion 1",0.23318195577041,1,9
"Bloque 259","Aplicacion 1",0.13150841742754,0,10
"Bloque 260","Aplicacion 1",1.5367733174935,0,2
"Bloque 261","Aplicacion 1",0.0148322987370193,0,10
"Bloque 262","Aplicacion 1",0.85128745574223,2,10
"Bloque 263","Aplicacion 1",0.63923654705286,1,7
"Bloque 264","Aplicacion 1",2.47786489302728,5,15
"Bloque 265","Aplicacion 1",3.71243564026866,4,14
"Bloque 266","Aplicacion 1",3.53466469129983,2,4
"Bloque 267","Aplicacion 1",2.69256963102583,4,12
"Bloque 268","Aplicacion 1",0.11819062102586,3,13
"Bloque 269","Aplicacion 1",1.27336884196848,3,11
"Bloque 270","Aplicacion 1",0.270260669756681,1,11
"Bloque 271","Aplicacion 1",1.51221747184172,5,7
"Bloque 272","Aplicacion 1",2.80117831682948,0,6
"Bloque 273","Aplicacion 1",2.57650733167741,3,7
"Bloque 274","Aplicacion 1",1.44655627012253,2,10
"Bloque 275","Aplicacion 1",3.48093882656161,0,2
"Bloque 276","Aplicacion 1",3.21030402077798,1,5
"Bloque 277","Aplicacion 1",1.58371542440727,4,10
"Bloque 278","Aplicacion 1",1.61407514568418,2,10
"Bloque 279","Aplicacion 1",1.04046311775669,3,7
"Bloque 280","Aplicacion 1",3.4962422371513,0,2
"Bloque 281","Aplicacion 1",0.6670211006444,1,5
"Bloque 282","Aplicacion 1",2.10829739166859,4,8
"Bloque 283","Aplicacion 1",0.867461173579187,2,6
"Bloque 284","Aplicacion 1",0.500095288796603,1,3
"Bloque 285","Aplicacion 1",1.9233869779855,3,5
"Bloque 286","Aplicacion 1",0.646274107972025,5,9
"Bloque 287","Aplicacion 1",1.9644934614189,4,8
"Bloque 288","Aplicacion 1",3.74006388789479,3,9
"Bloque 289","Aplicacion 1",0.524328792002052,3,9
"Bloque 290","Aplicacion 1",2.12542652070922,1,3
"Bloque 291","Aplicacion 1",1.36827877443284,2,4
"Bloque 292","Aplicacion 1",0.163701438345015,3,13
"Bloque 293","Aplicacion 1",0.180581569700572,3,9
"Bloque 294","Aplicacion 1",3.34214735670451,4,6
"Bloque 295","Aplicacion 1",1.0036262255162,4,8
"Bloque 296","Aplicacion 1",0.298927278723568,4,14
"Bloque 297","Aplicacion 1",0.847581958078027,3,13
"Bloque 298","Aplicacion 1",0.156427640933543,2,10
"Bloque 299","Aplicacion 1",2.77700058454233,0,8
"Bloque 300","Aplicacion 1",0.721799294929951,0,2
"Bloque 301","Aplicacion 1",1.18826421489939,3,11
"Bloque 302","Aplicacion 1",3.15283471426431,0,4
"Bloque 303","Aplicacion 1",2.29638621477846,5,9
"Bloque 304","Aplicacion 1",0.399478750303388,1,3
"Bloque 305","Aplicacion 1",3.21699343736799,2,10
"Bloque 306","Aplicacion 1",3.44686712218884,4,14
"Bloque 307","Aplicacion 1",0.409083471167833,3,7
"Bloque 308","Aplicacion 1",2.02357382839546,3,11
"Bloque 309","Aplicacion 1",0.250457512680441,2,8
"Bloque 310","Aplicacion 1",0.034151518667298,3,7
"Bloque 311","Aplicacion 1",0.50350084349549,2,10
"Bloque 312","Aplicacion 1",0.339977342974065,4,6
"Bloque 313","Aplicacion 1",0.0630656157678297,4,10
"Bloque 314","Aplicacion 1",0.107224718201905,1,7
"Bloque 315","Aplicacion 1",1.10952502442524,0,10
"Bloque 316","Aplicacion 1",1.03144988464192,4,10
"Bloque 317","Aplicacion 1",1.5020746816881,1,5
"Bloque 318","Aplicacion 1",1.71550638321787,3,11
"Bloque 319","Aplicacion 1",0.275260205697192,0,8
"Bloque 320","Aplicacion 1",2.60376743214641,3,13
"Bloque 321","Aplicacion 1",1.88005436584353,4,12
"Bloque 322","Aplicacion 1",0.810669251664,0,8
"Bloque 323","Aplicacion 1",0.490604370832443,3,5
"Bloque 324","Aplicacion 1",0.113287142012268,4,8
"Bloque 325","Aplicacion 1",2.61520325393439,2,8
"Bloque 326","Aplicacion 1",1.27354786964133,3,5
"Bloque 327","Aplicacion 1",0.412715817379934,1,11
"Bloque 328","Aplicacion 1",2.17316792515171,5,15
"Bloque 329","Aplicacion 1",1.22474286610932,4,10
"Bloque 330","Aplicacion 1",2.88387543655135,5,7
"Bloque 331","Aplicacion 1",0.245946011971682,2,8
"Bloque 332","Aplicacion 1",3.41005304595973,3,7
"Bloque 333","Aplicacion 1",3.93526940780196,3,9
"Bloque 334","Aplicacion 1",0.941136097535491,2,8
"Bloque 335","Aplicacion 1",2.94723045440826,2,4
"Bloque 336","Aplicacion 1",1.13696055126789,2,8
"Bloque 337","Aplicacion 1",1.96711521456018,5,7
"Bloque 338","Aplicacion 1",3.1171609655625,3,7
"Bloque 339","Aplicacion 1",2.30160696978185,3,13
"Bloque 340","Aplicacion 1",0.706026133149862,0,4
"Bloque 341","Aplicacion 1",0.627314715627868,4,12
"Bloque 342","Aplicacion 1",1.19927154430015,4,14
"Bloque 343","Aplicacion 1",2.41501612017367,4,12
"Bloque 344","Aplicacion 1",2.01006302470341,4,6
"Bloque 345","Aplicacion 1",0.732452049851418,4,12
"Bloque 346","Aplicacion 1",0.613430549111812,1,9
"Bloque 347","Aplicacion 1",1.82610104139894,1,7
"Bloque 348","Aplicacion 1",1.93834233563393,1,7
"Bloque 349","Aplicacion 1",1.71011271094903,4,8
"Bloque 350","Aplicacion 1",2.78154780200965,4,6
"Bloque 351","Aplicacion 1",3.418478208468,0,6
"Bloque 352","Aplicacion 1",3.96626602659438,1,5
"Bloque 353","Aplicacion 1",0.194454144028515,0,8
"Bloque 354","Aplicacion 1",1.14955009846017,0,2
"Bloque 355","Aplicacion 1",1.59325542161241,1,3
"Bloque 356","Aplicacion 1",2.31331689602227,2,4
"Bloque 357","Aplicacion 1",3.29260465117607,0,8
"Bloque 358","Aplicacion 1",0.820760204694747,1,9
"Bloque 359","Aplicacion 1",2.07393907103688,5,13
"Bloque 360","Aplicacion 1",1.37956671696156,4,12
"Bloque 361","Aplicacion 1",1.33410759223625,2,6
"Bloque 362","Aplicacion 1",0.966531280285201,2,6
"Bloque 363","Aplicacion 1",1.00206972286105,0,8
"Bloque 364","Aplicacion 1",0.283555090427399,1,9
"Bloque 365","Aplicacion 1",3.73660758497629,2,12
"Bloque 366","Aplicacion 1",1.14095719624311,2,4
"Bloque 367","Aplicacion 1",1.43522871192545,5,9
"Bloque 368","Aplicacion 1",0.770777169149369,3,13
"Bloque 369","Aplicacion 1",0.2308392240822,3,5
"Bloque 370","Aplicacion 1",0.444033404572503,0,8
"Bloque 371","Aplicacion 1",0.681373048238416,5,11
"Bloque 372","Aplicacion 1",2.57097776794137,3,7
"Bloque 373","Aplicacion 1",1.34550460288301,4,8
"Bloque 374","Aplicacion 1",0.272536819532189,2,10
"Bloque 375","Aplicacion 1",1.5302069792524,4,14
"Bloque 376","Aplicacion 1",0.475765319410774,2,8
"Bloque 377","Aplicacion 1",1.20613011019304,2,6
"Bloque 378","Aplicacion 1",0.868730458896607,1,11
"Bloque 379","Aplicacion 1",3.11349779558425,3,5
"Bloque 380","Aplicacion 1",1.19238110130375,3,9
"Bloque 381","Aplicacion 1",0.802698302082717,0,2
"Bloque 382","Aplicacion 1",2.39358865237496,1,5
"Bloque 383","Aplicacion 1",0.834495286457241,5,7
"Bloque 384","Aplicacion 1",0.491341768763959,2,6
"Bloque 385","Aplicacion 1",1.1371093280914,1,7
"Bloque 386","Aplicacion 1",0.0853223027255515,2,4
"Bloque 387","Aplicacion 1",1.8400992276147,2,6
"Bloque 388","Aplicacion 1",2.42076305753056,0,8
"Bloque 389","Aplicacion 1",0.727812405209988,1,5
"Bloque 390","Aplicacion 1",2.49170317767624,1,5
"Bloque 391","Aplicacion 1",1.20899635227397,4,8
"Bloque 392","Aplicacion 1",2.23833901983553,5,13
"Bloque 393","Aplicacion 1",0.616405149456114,3,5
"Bloque 394","Aplicacion 1",2.93816653524459,5,15
"Bloque 395","Aplicacion 1",0.602407139260322,2,10
"Bloque 396","Aplicacion 1",3.60105639962915,3,9
"Bloque 397","Aplicacion 1",1.74877284932882,1,9
"Bloque 398","Aplicacion 1",1.0476368595846,2,12
"Bloque 399","Aplicacion 1",0.469494187236588,0,6
"Bloque 400","Aplicacion 1",1.14088898850605,3,7
"Bloque 401","Aplicacion 1",0.799578080603918,2,4
"Bloque 402","Aplicacion 1",1.59538834373118,5,7
"Bloque 403","Aplicacion 1",3.03443267649475,0,10
"Bloque 404","Aplicacion 1",3.09964983341362,2,6
"Bloque 405","Aplicacion 1",3.65609304873709,0,2
"Bloque 406","Aplicacion 1",0.57505924673751,0,8
"Bloque 407","Aplicacion 1",0.713006979722971,2,6
"Bloque 408","Aplicacion 1",3.51450112076912,0,2
"Bloque 409","Aplicacion 1",1.95944481762126,0,6
"Bloque 410","Aplicacion 1",0.210270835552365,5,11
"Bloque 411","Aplicacion 1",1.38779496308416,3,9
"Bloque 412","Aplicacion 1",2.92230085258496,4,14
"Bloque 413","Aplicacion 1",2.91348749386582,1,11
"Bloque 414","Aplicacion 1",1.21292779454961,0,2
"Bloque 415","Aplicacion 1",3.57827582290832,0,8
"Bloque 416","Aplicacion 1",2.77867460610781,0,4
"Bloque 417","Aplicacion 1",2.02590983826667,5,11
"Bloque 418","Aplicacion 1",2.71789803592101,2,4
"Bloque 419","Aplicacion 1",0.200063147440697,1,11
"Bloque 420","Aplicacion 1",0.818433970680594,0,2
"Bloque 421","Aplicacion 1",3.90210356085066,3,13
"Bloque 422","Aplicacion 1",1.24006955232471,5,13
"Bloque 423","Aplicacion 1",0.269899172242731,3,5
"Bloque 424","Aplicacion 1",1.6889035217464,5,15
"Bloque 425","Aplicacion 1",0.43176341895014,3,11
"Bloque 426","Aplicacion 1",0.112323704764718,1,9
"Bloque 427","Aplicacion 1",1.61265540355816,3,13
"Bloque 428","Aplicacion 1",2.14296445982966,4,10
"Bloque 429","Aplicacion 1",1.39684523218458,2,12
"Bloque 430","Aplicacion 1",3.58183573453192,1,5
"Bloque 431","Aplicacion 1",2.3235526257655,2,8
"Bloque 432","Aplicacion 1",1.66124443733488,2,12
"Bloque 433","Aplicacion 1",0.948330600745976,5,7
"Bloque 434","Aplicacion 1",2.64518514731362,4,12
"Bloque 435","Aplicacion 1",1.28928125720028,1,3
"Bloque 436","Aplicacion 1",1.90072521474212,4,12
"Bloque 437","Aplicacion 1",2.80107157664809,0,8
"Bloque 438","Aplicacion 1",0.411771818775869,3,7
"Bloque 439","Aplicacion 1",2.77170861313555,4,12
"Bloque 440","Aplicacion 1",2.28779385793872,5,11
"Bloque 441","Aplicacion 1",1.93304016580805,5,11
"Bloque 442","Aplicacion 1",1.67294326471165,0,10
"Bloque 443","Aplicacion 1",3.95287842011515,3,13
"Bloque 444","Aplicacion 1",3.1996263450614,5,15
"Bloque 445","Aplicacion 1",0.846882620360702,2,10
"Bloque 446","Aplicacion 1",1.17496887501329,1,9
"Bloque 447","Aplicacion 1",2.02605983940884,5,15
"Bloque 448","Aplicacion 1",2.12221748089854,3,7
"Bloque 449","Aplicacion 1",0.0483904551363575,2,10
"Bloque 450","Aplicacion 1",0.536220170875757,5,13
"Bloque 451","Aplicacion 1",1.24748545372859,2,6
"Bloque 452","Aplicacion 1",0.238663567121098,4,10
"Bloque 453","Aplicacion 1",1.79405348422006,1,9
"Bloque 454","Aplicacion 1",1.72610014490783,3,5
"Bloque 455","Aplicacion 1",1.49697601329535,4,8
"Bloque 456","Aplicacion 1",0.80394474696368,4,14
"Bloque 457","Aplicacion 1",1.27771059909707,5,11
"Bloque 458","Aplicacion 1",0.659059713128954,3,13
"Bloque 459","Aplicacion 1",1.43151548830792,2,6
"Bloque 460","Aplicacion 1",0.884871689602733,2,12
"Bloque 461","Aplicacion 1",0.0133030819706619,1,9
"Bloque 462","Aplicacion 1",3.78744248660717,1,7
"Bloque 463","Aplicacion 1",0.435608994043831,4,12
"Bloque 464","Aplicacion 1",1.896361597348,1,7
"Bloque 465","Aplicacion 1",1.64717064332217,5,15
"Bloque 466","Aplicacion 1",0.386999056208879,5,11
"Bloque 467","Aplicacion 1",0.757303716614842,5,13
"Bloque 468","Aplicacion 1",1.74698235467076,4,10
"Bloque 469","Aplicacion 1",1.30625924421474,0,4
"Bloque 470","Aplicacion 1",0.257571416907012,5,13
"Bloque 471","Aplicacion 1",2.03230449697003,4,8
"Bloque 472","Aplicacion 1",2.22693624334846,4,10
"Bloque 473","Aplicacion 1",0.606016966444591,1,9
"Bloque 474","Aplicacion 1",0.474605474621058,3,13
"Bloque 475","Aplicacion 1",1.34409993238562,2,6
"Bloque 476","Aplicacion 1",0.710305604618043,2,8
"Bloque 477","Aplicacion 1",0.366839527883765,1,9
"Bloque 478","Aplicacion 1",0.769999293610454,2,6
"Bloque 479","Aplicacion 1",0.301990102976561,3,7
