"Bloque1","Bloque2","Distancia"
"Bloque 4","Bloque 7",0.755934352456535
"Bloque 5","Bloque 7",0.203612873525288
"Bloque 6","Bloque 7",0.103426718975294
"Bloque 7","Bloque 7",0
"Bloque 8","Bloque 7",0.139493058514797
"Bloque 9","Bloque 7",1.63302627267898
"Bloque 10","Bloque 7",1.06868456681297
"Bloque 11","Bloque 7",1.56570042348303
"Bloque 12","Bloque 7",1.44328608094123
"Bloque 0","Bloque 8",0.738325173979056
"Bloque 1","Bloque 8",0.98526241548857
"Bloque 2","Bloque 8",0.781527085201806
"Bloque 3","Bloque 8",0.484976292136891
"Bloque 4","Bloque 8",0.739195926720314
"Bloque 5","Bloque 8",0.186874447789067
"Bloque 6","Bloque 8",0.242919777490091
"Bloque 7","Bloque 8",0.139493058514797
"Bloque 8","Bloque 8",0
"Bloque 9","Bloque 8",1.77251933119377
"Bloque 10","Bloque 8",1.20817762532776
"Bloque 11","Bloque 8",1.70519348199783
"Bloque 12","Bloque 8",1.58277913945603
"Bloque 0","Bloque 9",1.49580544442894
"Bloque 1","Bloque 9",1.95871765158151
"Bloque 2","Bloque 9",2.2225003015908
"Bloque 3","Bloque 9",1.89421902396572
"Bloque 4","Bloque 9",1.86796866422277
"Bloque 5","Bloque 9",1.58658393984492
"Bloque 6","Bloque 9",1.52959955370368
"Bloque 7","Bloque 9",1.63302627267898
"Bloque 8","Bloque 9",1.77251933119377
"Bloque 9","Bloque 9",0
"Bloque 10","Bloque 9",0.56434170586601
"Bloque 11","Bloque 9",0.280987374874261
"Bloque 12","Bloque 9",0.189740191737746
"Bloque 0","Bloque 10",0.931463738562935
"Bloque 1","Bloque 10",1.3943759457155
"Bloque 2","Bloque 10",1.65815859572479
"Bloque 3","Bloque 10",1.32987731809971
"Bloque 4","Bloque 10",1.30362695835676
"Bloque 5","Bloque 10",1.02224223397891
"Bloque 6","Bloque 10",0.965257847837672
"Bloque 7","Bloque 10",1.06868456681297
"Bloque 8","Bloque 10",1.20817762532776
"Bloque 9","Bloque 10",0.56434170586601
"Bloque 10","Bloque 10",0
"Bloque 11","Bloque 10",0.497015856670068
"Bloque 12","Bloque 10",0.374601514128264
"Bloque 0","Bloque 11",1.428479595233
"Bloque 1","Bloque 11",1.89139180238556
"Bloque 2","Bloque 11",2.15517445239486
"Bloque 3","Bloque 11",1.82689317476978
"Bloque 4","Bloque 11",1.80064281502683
"Bloque 5","Bloque 11",1.51925809064898
"Bloque 6","Bloque 11",1.46227370450774
"Bloque 7","Bloque 11",1.56570042348303
"Bloque 8","Bloque 11",1.70519348199783
"Bloque 9","Bloque 11",0.280987374874261
"Bloque 10","Bloque 11",0.497015856670068
"Bloque 11","Bloque 11",0
"Bloque 12","Bloque 11",0.244641133657809
"Bloque 0","Bloque 12",1.3060652526912
"Bloque 1","Bloque 12",1.76897745984376
"Bloque 2","Bloque 12",2.03276010985306
"Bloque 3","Bloque 12",1.70447883222797
"Bloque 4","Bloque 12",1.67822847248503
"Bloque 5","Bloque 12",1.39684374810718
"Bloque 6","Bloque 12",1.33985936196594
"Bloque 7","Bloque 12",1.44328608094123
"Bloque 8","Bloque 12",1.58277913945603
"Bloque 9","Bloque 12",0.189740191737746
"Bloque 10","Bloque 12",0.374601514128264
"Bloque 11","Bloque 12",0.244641133657809
"Bloque 12","Bloque 12",0
